CIU;INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;SITOWEB;EMAIL;TELEFONO;FAX;CELLULARE;CONTATTOFACEBOOK;CONTATTOTWITTER;CONTATTOINSTAGRAM;CONTATTOALTROSOCIAL
ALB-000348-6;GIUGIU;1 Stella;VIA DEL VIMINALE, 8;Municipio I (ex Mun I);Albergo;1,00;5,00;3,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000349-7;GIULIANA;2 Stelle;VIA AGOSTINO DEPRETIS, 70;Municipio I (ex Mun I);Albergo;1,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000350-8;GIULIO CESARE;4 Stelle;VIA DEGLI SCIPIONI, 287;Municipio I (ex Mun XVII);Albergo;16,00;51,00;9,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000352-1;GLORIA;1 Stella;VIA GIOBERTI, 30;Municipio I (ex Mun I);Albergo;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000353-2;GOLDEN;2 Stelle;VIA MARCHE, 84;Municipio I (ex Mun I);Albergo;4,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000354-3;GRAND HOTEL TIBERIO;4 Stelle;VIA LATTANZIO, 51;Municipio XIV (ex Mun XIX);Albergo;6,00;54,00;25,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000355-4;HOTEL GREGORIANA;3 Stelle;VIA GREGORIANA, 18;Municipio I (ex Mun I);Albergo;3,00;10,00;8,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000357-6;HAMILTON;1 Stella;VIA PRINCIPE AMEDEO, 67;Municipio I (ex Mun I);Albergo;1,00;7,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000359-8;HASSLER;5 Stelle;PIAZZA DELLA TRINITA' DEI MONTI, 6;Municipio I (ex Mun I);Albergo;12,00;76,00;14,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000361-1;HIBERIA;3 Stelle;VIA VENTIQUATTRO MAGGIO, 7;Municipio I (ex Mun I);Albergo;8,00;18,00;6,00;8,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000365-5;CROWNE PLAZA ROME ST PETER -CENTRO BENESSERE CENTRO CONGRESSI;4 Stelle;VIA AURELIA ANTICA, 415;Municipio XII (ex Mun XVI);Albergo;0,00;321,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000370-1;IGEA;3 Stelle;VIA PRINCIPE AMEDEO, 97;Municipio I (ex Mun I);Albergo;16,00;21,00;5,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000377-8;IMPERO;3 Stelle;VIA DEL VIMINALE, 19;Municipio I (ex Mun I);Albergo;30,00;36,00;8,00;2,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000382-4;AUGUSTA LUCILLA PALACE HOTEL;4 Stelle;VIA D'AZEGLIO, 24;Municipio I (ex Mun I);Albergo;51,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000389-2;GEO;3 Stelle;CIRCONVALLAZIONE CASILINA, 41;Municipio V (ex Mun VI);Albergo;5,00;12,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000396-9;JULIA;3 Stelle;VIA RASELLA, 29;Municipio I (ex Mun I);Albergo;8,00;18,00;4,00;3,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000400-4;KENNEDY;3 Stelle;VIA FILIPPO TURATI, 62;Municipio I (ex Mun I);Albergo;3,00;30,00;5,00;2,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000401-5;KENNEDY II;2 Stelle;VIA FILIPPO TURATI, 62;Municipio I (ex Mun I);Albergo;2,00;8,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000402-6;KENT;3 Stelle;VIA REGGIO EMILIA, 71;Municipio II (ex Mun II);Albergo;10,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000404-8;KRISTI;3 Stelle;VIA COLLINA, 24;Municipio I (ex Mun I);Albergo;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000406-1;LABELLE;2 Stelle;VIA CAVOUR, 310;Municipio I (ex Mun I);Albergo;1,00;4,00;4,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000407-2;HOTEL PARCO LA BORGHESIANA;4 Stelle;VIA DELLA CAPANNA MURATA, 120;Municipio VI (ex Mun VIII);Albergo;11,00;42,00;4,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000414-9;LA LOCANDA DEL BORGO;2 Stelle;VIA NOMENTANA, 1330;Municipio IV (ex Mun V);Albergo;14,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000415-1;LANCELOT;3 Stelle;VIA CAPO D'AFRICA, 47;Municipio I (ex Mun I);Albergo;8,00;34,00;14,00;2,00;3,00;0,00;0,00;0,00;;;;;;;;;
ALB-000421-7;LA ROSA;1 Stella;VIA CARLO ALBERTO, 71;Municipio I (ex Mun I);Albergo;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000424-1;LA SIESTA;1 Stella;VIA PONTINA, 507;Municipio IX (ex Mun XII);Albergo;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000427-4;LAURENCE;3 Stelle;VIA PIETRO BARAGIOLA, 18;Municipio VI (ex Mun VIII);Albergo;0,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000428-5;LAURENTIA;3 Stelle;LARGO DEGLI OSCI, 63;Municipio II (ex Mun III);Albergo;4,00;34,00;2,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000430-7;LAZZARI;1 Stella;VIA CASTELFIDARDO, 31;Municipio I (ex Mun I);Albergo;6,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000435-3;LICIA;1 Stella;VIA PRINCIPE AMEDEO, 76;Municipio I (ex Mun I);Albergo;2,00;6,00;1,00;2,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000437-5;LILIUM;3 Stelle;VIA VENTI SETTEMBRE, 58;Municipio I (ex Mun I);Albergo;2,00;11,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000439-7;HOTEL LIRICO;3 Stelle;VIA DEL VIMINALE, 31;Municipio I (ex Mun I);Albergo;2,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000444-3;LODI;2 Stelle;VIA ORISTANO, 14;Municipio VII (ex Mun IX);Albergo;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000884-2;ROMAN'S;1 Stella;VIA MILAZZO, 3;Municipio I (ex Mun I);Albergo;2,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000885-3;THE RELAXING HOTEL;2 Stelle;VIA CAVOUR, 261;Municipio I (ex Mun I);Albergo;1,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000891-9;CIAO HOTEL;1 Stella;VIA MARSALA, 96;Municipio I (ex Mun I);Albergo;5,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000893-2;XX SETTEMBRE;3 Stelle;VIA DEL MACAO, 6;Municipio I (ex Mun I);Albergo;5,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000896-5;BLU HOTEL ROMA;4 Stelle;LARGO DOMENICO DE DOMINICIS, 3;Municipio IV (ex Mun V);Albergo;27,00;79,00;5,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000897-6;VILLA GIANNETTO;1 Stella;VIA ROCCAFORTE DEL GRECO, 325;Municipio VI (ex Mun VIII);Albergo;3,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000901-1;OSIMAR HOTEL;3 Stelle;VIA FELICE GROSSI GONDI, 87;Municipio II (ex Mun III);Albergo;5,00;21,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000903-3;MILTON ROMA;4 Stelle;VIA EMANUELE FILIBERTO, 155;Municipio I (ex Mun I);Albergo;36,00;52,00;4,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000906-6;BEAUTY;1 Stella;VIA NAPOLEONE III, 35;Municipio I (ex Mun I);Albergo;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000913-4;CENTRALE;3 Stelle;VIA LAURINA, 34;Municipio I (ex Mun I);Albergo;9,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000915-6;CASAROLA;1 Stella;VIA DI TRIGORIA, 57;Municipio IX (ex Mun XII);Albergo;9,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000917-8;ARTORIUS;2 Stelle;VIA DEL BOSCHETTO, 13;Municipio I (ex Mun I);Albergo;2,00;6,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000922-4;CASALE DELLA CERTOSA;3 Stelle;VIA PIETRELCINA, 6;Municipio IX (ex Mun XII);Albergo;13,00;16,00;6,00;2,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000929-2;BARCELO' ARAN MANTEGNA HOTEL;4 Stelle;VIA ANDREA MANTEGNA, 130;Municipio VIII (ex Mun XI);Albergo;1,00;267,00;55,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000931-4;ALL WAYS GARDEN HOTEL & LEISURE;4 Stelle;VIA DI CASTEL DI LEVA, 108;Municipio IX (ex Mun XII);Albergo;0,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000933-6;THE BEEHIVE;1 Stella;VIA MARGHERA, 8;Municipio I (ex Mun I);Albergo;2,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000936-9;CROSTI HOTEL;3 Stelle;VIA CASTELFIDARDO, 54;Municipio I (ex Mun I);Albergo;4,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000940-4;RE DI ROMA;3 Stelle;VIA VERCELLI, 21;Municipio VII (ex Mun IX);Albergo;1,00;31,00;5,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000943-7;NICHOLAS;1 Stella;VIA DEL TORRACCIO, 223;Municipio VI (ex Mun VIII);Albergo;1,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000944-8;NICE HOTEL;1 Stella;VIA SAPRI, 6;Municipio I (ex Mun I);Albergo;1,00;3,00;2,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000948-3;HOTEL CAMPIDOGLIO;3 Stelle;VIA PRINCIPE AMEDEO, 85;Municipio I (ex Mun I);Albergo;3,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000950-5;BOUTIQUE HOTEL TREVI;4 Stelle;VIA DELLE MURATTE, 92;Municipio I (ex Mun I);Albergo;5,00;10,00;13,00;5,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000953-8;ESPOSIZIONE 2;2 Stelle;VIA NAZIONALE, 66;Municipio I (ex Mun I);Albergo;3,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000959-5;SALLUSTIO;1 Stella;VIA FLAVIA, 84;Municipio I (ex Mun I);Albergo;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000961-7;CINEMUSIC;4 Stelle;VIA TUSCOLANA, 128;Municipio VII (ex Mun IX);Albergo;10,00;18,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000963-9;2 MARI;3 Stelle;VIA SILICELLA, 10;Municipio VI (ex Mun VIII);Albergo;4,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000974-2;VIA FIRENZE 43 RESORT;1 Stella;VIA FIRENZE, 43;Municipio I (ex Mun I);Albergo;2,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000976-4;MARTINO AI MONTI;1 Stella;VIA DOMENICHINO, 7;Municipio I (ex Mun I);Albergo;2,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000769-4;CARACCIOLO;3 Stelle;VIA CAIROLI, 86;Municipio I (ex Mun I);Albergo;3,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000999-9;ALEXIS;1 Stella;VIA GAETA, 29;Municipio I (ex Mun I);Albergo;5,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000988-7;ARDEATINA PARK HOTEL;4 Stelle;VIA VITTORE GHILIANI, 143;Municipio IX (ex Mun XII);Albergo;0,00;98,00;4,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001013-5;ARTIS;4 Stelle;VIA ROBERTO FANCELLI, 3;Municipio VI (ex Mun VIII);Albergo;0,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001003-4;ESPOSIZIONE 3;2 Stelle;VIA NAZIONALE, 66;Municipio I (ex Mun I);Albergo;2,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001022-5;EUROSTARS ROMA AETERNA CENTRO CONGRESSI;4 Stelle;VIA CASILINA, 125;Municipio V (ex Mun VI);Albergo;10,00;134,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000284-5;FENICIA;2 Stelle;VIA MILAZZO, 20;Municipio I (ex Mun I);Albergo;2,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000306-9;FIORI;2 Stelle;VIA NAZIONALE, 163;Municipio I (ex Mun I);Albergo;2,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001024-7;HOTEL APPIA 442;3 Stelle;VIA APPIA NUOVA, 442;Municipio VII (ex Mun IX);Albergo;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001010-2;HOTEL DARIVAL;3 Stelle;VIA DEL CASALE DI S. BASILIO, 11;Municipio IV (ex Mun V);Albergo;11,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001026-9;HOTEL MOSAIC ROME;1 Stella;VIA CERNAIA, 39;Municipio I (ex Mun I);Albergo;3,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001020-3;HOTEL SKY ROMA;2 Stelle;VIA NAPOLEONE III, 75;Municipio I (ex Mun I);Albergo;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000924-6;LIVING ROOM;2 Stelle;VIA SOLFERINO, 9;Municipio I (ex Mun I);Albergo;1,00;2,00;6,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000461-2;MAGIC;2 Stelle;VIA MILAZZO, 20;Municipio I (ex Mun I);Albergo;2,00;4,00;3,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000809-8;MERIDIANA;2 Stelle;VIA CALATAFIMI, 38;Municipio I (ex Mun I);Albergo;1,00;10,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000394-7;NH VITTORIO VENETO;4 Stelle;CORSO D'ITALIA, 1;Municipio II (ex Mun II);Albergo;56,00;145,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000987-6;PARK HOTEL CERVARA;4 Stelle;VIA DI TOR CERVARA, 126;Municipio V (ex Mun VII);Albergo;6,00;12,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001017-9;RELAIS CASTRUM BOCCEA;4 Stelle;VIA SS. MARIO E MARTA, 27;Municipio XIV (ex Mun XIX);Albergo;7,00;14,00;8,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000986-5;URBANA 50;1 Stella;VIA URBANA, 50;Municipio I (ex Mun I);Albergo;3,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000983-2;VILLA DUSE;4 Stelle;VIA ALAMANNO MORELLI, 1;Municipio II (ex Mun II);Albergo;2,00;11,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001005-6;VILLA LINNEO;3 Stelle;VIA CARLO LINNEO, 1;Municipio II (ex Mun II);Albergo;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000982-1;VILLA PINCIANA;4 Stelle;VIA ABRUZZI, 11;Municipio I (ex Mun I);Albergo;4,00;13,00;6,00;2,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001035-9;ROYAL PALACE LUXURY HOTEL;4 Stelle;VIA DELLE CARROZZE, 34;Municipio I (ex Mun I);Albergo;9,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001041-6;THE FIRST HOTEL;5 Stelle;VIA DEL VANTAGGIO, 14;Municipio I (ex Mun I);Albergo;0,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001043-8;EVEREST INN ROME;2 Stelle;VIA NAZIONALE, 243;Municipio I (ex Mun I);Albergo;5,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001044-9;EVEREST;2 Stelle;VIA CAVOUR, 47;Municipio I (ex Mun I);Albergo;3,00;3,00;2,00;2,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001048-4;HOTEL BOUTIQUE NAZIONALE;3 Stelle;VIA NAZIONALE, 66;Municipio I (ex Mun I);Albergo;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001051-7;RESIDENZA GRA 21;2 Stelle;VIA ANAGNINA, 21;Municipio VII (ex Mun X);Albergo;0,00;12,00;5,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001056-3;LE CLARISSE;3 Stelle;VIA DELL'ARCO DELLA CIAMBELLA, 19;Municipio I (ex Mun I);Albergo;0,00;9,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001057-4;ROME LOVE HOTEL;1 Stella;PIAZZA VITTORIO EMANUELE II, 121;Municipio I (ex Mun I);Albergo;0,00;10,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001059-6;HOTEL DE MONTI;2 Stelle;VIA PANISPERNA, 95;Municipio I (ex Mun I);Albergo;1,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001060-7;JC HOTEL;4 Stelle;VIA DEL FOSSO DI ACQUA ACETOSA OSTIENSE, 43;Municipio IX (ex Mun XII);Albergo;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001062-9;NEW ANGEL IN ROME;1 Stella;VIA MARIANNA DIONIGI, 43;Municipio I (ex Mun XVII);Albergo;1,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001066-4;DHARMA HOTEL;1 Stella;VIA TORINO, 122;Municipio I (ex Mun I);Albergo;1,00;9,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001067-5;ROMA TRASTEVERE;2 Stelle;VIALE DI TRASTEVERE, 249;Municipio I (ex Mun I);Albergo;22,00;53,00;6,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001070-8;GRAN MELIA' ROME VILLA AGRIPPINA;5 Stelle;VIA DEL GIANICOLO, 2;Municipio I (ex Mun I);Albergo;0,00;115,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001073-2;HOTEL VALERI;3 Stelle;LARGO DELL'AMBA ARADAM, 3;Municipio I (ex Mun I);Albergo;0,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001080-9;RESORT LA ROCCHETTA;3 Stelle;VIA GIULIO GALLI, 41;Municipio XV (ex Mun XX);Albergo;4,00;14,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001082-2;HEARTH HOTEL;3 Stelle;VIA SANTAMAURA, 2;Municipio I (ex Mun XVII);Albergo;4,00;16,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001083-3;HOTEL MANCINO 12;4 Stelle;VIA DEL MANCINO, 12;Municipio I (ex Mun I);Albergo;5,00;8,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001084-4;IL CANTICO;3 Stelle;VIA DEL COTTOLENGO, 50;Municipio XIII (ex Mun XVIII);Albergo;13,00;56,00;2,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001099-1;MF HOTEL;3 Stelle;VIA SAVOIA, 44;Municipio II (ex Mun II);Albergo;8,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001106-8;PALAZZO MONTEMARTINI;5 Stelle;LARGO GIOVANNI MONTEMARTINI, 20;Municipio I (ex Mun I);Albergo;3,00;81,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001110-3;INFINITY HOTEL;3 Stelle;VIA DELLA VITE, 14;Municipio I (ex Mun I);Albergo;0,00;13,00;10,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001112-5;J.K. PLACE ROMA;5 Stelle;VIA DI MONTE D'ORO, 30;Municipio I (ex Mun I);Albergo;1,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001113-6;HOTEL DOCK;3 Stelle;VIA FORLI', 31;Municipio II (ex Mun III);Albergo;1,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001118-2;ROME LIFE HOTEL;4 Stelle;VIA PALERMO, 10;Municipio I (ex Mun I);Albergo;0,00;37,00;7,00;0,00;1,00;0,00;0,00;0,00;;;;;;;;;
ALB-001124-8;EMPIRE PALACE HOTEL;4 Stelle;VIA AURELIANA, 39;Municipio I (ex Mun I);Albergo;38,00;62,00;5,00;5,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001130-5;FRAGRANCE HOTEL ST. PETER;3 Stelle;VIA DI MONTE DEL GALLO, 36;Municipio XIII (ex Mun XVIII);Albergo;6,00;14,00;6,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001134-9;HOTEL TRECENTO;3 Stelle;VIA DEL CORSO, 300;Municipio I (ex Mun I);Albergo;1,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001146-3;YOU AND I HOTEL SUITESISTINA;3 Stelle;VIA SISTINA, 91;Municipio I (ex Mun I);Albergo;0,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000217-1;ALBERGO DEL SENATO;3 Stelle;PIAZZA DELLA ROTONDA, 73;Municipio I (ex Mun I);Albergo;4,00;34,00;12,00;6,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000515-2;COURTYARD BY MARRIOTT - ROME CENTRAL PARK;4 Stelle;VIA GIUSEPPE MOSCATI, 7;Municipio XIV (ex Mun XIX);Albergo;0,00;160,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000058-4;ACCADEMIA;3 Stelle;PIAZZA DELL'ACCADEMIA DI S. LUCA, 75;Municipio I (ex Mun I);Albergo;13,00;34,00;23,00;3,00;1,00;0,00;0,00;0,00;;;;;;;;;
ALB-001158-6;PRINCEPS BOUTIQUE HOTEL;3 Stelle;PIAZZA DELL'ESQUILINO, 29;Municipio I (ex Mun I);Albergo;2,00;14,00;4,00;;;;0,00;0,00;;;;;;;;;
ALB-000934-7;ANFITEATRO FLAVIO;3 Stelle;VIA DEI SERPENTI, 130;Municipio I (ex Mun I);Albergo;8,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000324-9;HOTEL GABRIELLA;3 Stelle;VIA PALESTRO, 88;Municipio I (ex Mun I);Albergo;0,00;18,00;5,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000853-7;SAINT PAUL;4 Stelle;VIA VITO VOLTERRA, 43;Municipio VIII (ex Mun XI);Albergo;8,00;31,00;14,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000744-6;HOTEL TURNER;4 Stelle;VIA NOMENTANA, 27;Municipio II (ex Mun II);Albergo;10,00;28,00;11,00;3,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000832-4;ANTICA LOCANDA PALMIERI;3 Stelle;VIA DI GROTTA PERFETTA, 551;Municipio VIII (ex Mun XI);Albergo;17,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000169-7;HOTEL CASTLE;2 Stelle;SALITA DI CASTEL GIUBILEO, 196;Municipio III (ex Mun IV);Albergo;8,00;25,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000148-4;HOTEL CAPRICE;3 Stelle;VIA LIGURIA, 38;Municipio I (ex Mun I);Albergo;16,00;19,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000143-8;HOTEL CANADA;3 Stelle;VIA VICENZA, 58;Municipio I (ex Mun I);Albergo;0,00;54,00;14,00;4,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001159-7;HOTEL APOGIA LLOYD ROME;3 Stelle;VIA ALESSANDRIA, 110/A;Municipio II (ex Mun II);Albergo;5,00;41,00;6,00;;;;0,00;0,00;;;;;;;;;
ALB-000250-7;DUE TORRI;3 Stelle;VICOLO DEL LEONETTO, 23;Municipio I (ex Mun I);Albergo;11,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000093-3;ARTEMIDE;4 Stelle;VIA NAZIONALE, 22;Municipio I (ex Mun I);Albergo;4,00;67,00;20,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-001030-4;HOTEL LATINUM;4 Stelle;PIAZZA DI PORTA MAGGIORE, 11;Municipio I (ex Mun I);Albergo;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000066-3;HOTEL ALBANI;4 Stelle;VIA ADDA, 41;Municipio II (ex Mun II);Albergo;12,00;128,00;0,00;13,00;1,00;0,00;0,00;0,00;;;;;;;;;
ALB-001154-2;DES EPOQUES HOTEL;4 Stelle;VIA NOMENTANA, 31;Municipio II (ex Mun II);Albergo;9,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000081-9;APPIA PARK HOTEL;4 Stelle;VIA APPIA NUOVA, 934;Municipio VII (ex Mun X);Albergo;0,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000829-1;ARS HOTEL;4 Stelle;VIA MONTE ALTISSIMO, 20;Municipio III (ex Mun IV);Albergo;3,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ALB-000385-7;ITALIA;2 Stelle;VIA VENEZIA, 18;Municipio I (ex Mun I);Albergo;8,00;12,00;3,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
